"cor","bitrate","mismatchrate","metric","entopy","bitlen"
"1",0.630510588362365,41.9161676646707,21.9560878243513,11.2,4.0943445622221,420
"2",0.625135879452514,48.6027944111776,17.564870259481,20.1528,4.30406509320417,487
"3",0.506641263942201,59.3812375249501,18.6626746506986,25.5408,4.40671924726425,595
"4",0.718515962831305,44.2115768463074,9.68063872255489,27.8876,4.30406509320417,443
"5",0.710310857077162,52.1956087824351,19.061876247505,20.5176,4.30406509320417,523
"6",0.212800393661022,53.8922155688623,19.6606786427146,20.7858,4.47733681447821,540
"7",0.530851011324438,45.1097804391218,18.7624750499002,16.4736,4.20469261939097,452
"8",NA,NA,NA,NA,NA,NA
"9",0.579666352749457,53.8922155688623,26.7465069860279,12.6208,4.43081679884331,540
"10",0.609211023606955,50.3992015968064,24.4510978043912,13.26,4.58496747867057,505
"11",0.415151729222692,54.7904191616767,26.0479041916168,13.7664,4.44265125649032,549
"12",0.558015067138494,55.4890219560878,30.5389221556886,9.7,4.44265125649032,556
"13",NA,NA,NA,NA,NA,NA
"14",0.6262780847411,42.4151696606786,15.6686626746507,18.3848,4.43081679884331,425
"15",0.503189026636087,52.3952095808383,16.3672654690619,24.2592,4.20469261939097,525
