"cor","bitrate","mismatchrate","metric","entopy","bitlen"
"1",0.629980961954589,53.5928143712575,24.5508982035928,14.7828,4.31748811353631,537
"2",0.623554887266248,54.7904191616767,16.6666666666667,25.4412,4.56434819146784,549
"3",0.51717905631914,58.5828343313373,19.061876247505,24.4728,4.30406509320417,587
"4",0.718777024493963,43.6127744510978,8.68263473053892,28.91,4.18965474202643,437
"5",0.709821091591877,56.3872255489022,16.5668662674651,26.6532,4.18965474202643,565
"6",0.213667540977949,50.2994011976048,16.1676646706587,23.1192,4.52178857704904,504
"7",0.533552802985484,53.3932135728543,17.6646706586826,23.1268,4.31748811353631,535
"8",NA,NA,NA,NA,NA,NA
"9",0.57434075905443,51.8962075848303,26.5469061876248,11.8872,4.36944785246702,520
"10",0.612954672252575,45.0099800399202,21.2574850299401,13.6612,4.06044301054642,451
"11",0.405880062064282,52.3952095808383,20.9580838323353,18.27,4.38202663467388,525
"12",0.554177198711774,46.4071856287425,19.3612774451098,16.5852,4.15888308335967,465
"13",NA,NA,NA,NA,NA,NA
"14",0.616617882039622,47.5049900199601,17.0658682634731,20.069,4.11087386417331,476
"15",0.450377717296585,51.497005988024,17.8642714570858,21.6354,4.23410650459726,516
